ID,question,state,state name,State Id,year,applies to,response,citations,cautions
1088,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2012,All,No,,
1089,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2012,All,No,,
1090,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2012,All,No,,
1091,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2012,All,Yes,Md. Public Safety Code § 5-124(a),
1092,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2012,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
1093,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2012,All,Yes,"MCLS §§ 28.422, 28.426",
1094,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2012,All,No,,
1095,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2012,All,No,,
1096,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2012,All,No,,
1097,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2012,All,No,,
1098,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2012,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
1099,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2012,All,No,,
1100,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2012,All,No,,
1101,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2012,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
1102,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2012,All,No,,
1103,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2012,All,Yes,N.Y. Penal Law § 400.00(4),
1104,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2012,All,Yes,N.C. Gen. Stat. § 14-402(a),
1105,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2012,All,No,,
1106,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2012,All,No,,
1107,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2012,All,No,,
1108,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2012,All,No,,
1109,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2012,All,Yes,18 Pa. Cons. Stat. § 6111(c),
1110,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2012,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
1111,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2012,All,No,,
1112,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2012,All,No,,
1113,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2012,All,No,,
1114,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2012,All,No,,
1115,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2012,All,No,,
1116,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2012,All,No,,
1117,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2012,All,No,,
1118,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2012,All,No,,
1119,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2012,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
1120,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2012,All,No,,
1121,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2012,All,No,,
1122,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2012,All,No,,
1123,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2013,All,No,,
1124,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2013,All,No,,
1125,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2013,All,No,,
1126,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2013,All,No,,
1127,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2013,All,Yes,"Cal. Penal Code §§ 27540, 27545, 28220, 28050",
1128,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2013,All,Yes,Colo. Rev. Stat. §18-12-112,
1129,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2013,All,Yes,Conn. Gen. Stat. § 29-33(c); Conn. Gen. Stat. § 29-37a(d),
1130,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2013,All,Yes,"Del. Code tit. 11, § 1448B(a)",
1131,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2013,All,No,,
1132,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2013,All,No,,
1133,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2013,All,Yes,Haw. Rev. Stat. §134-2,
1134,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2013,All,No,,
1135,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2013,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
1136,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2013,All,No,,
1137,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2013,All,Yes,Iowa Code § 724.15,
1138,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2013,All,No,,
1139,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2013,All,No,,
1140,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2013,All,No,,
1141,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2013,All,No,,
1142,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2013,All,Yes,Md. Public Safety Code § 5-124(a),
1143,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2013,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
1144,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2013,All,Yes,"MCLS §§ 28.422, 28.426",
1145,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2013,All,No,,
1146,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2013,All,No,,
1147,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2013,All,No,,
1148,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2013,All,No,,
1149,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2013,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
1150,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2013,All,No,,
1151,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2013,All,No,,
1152,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2013,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
1153,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2013,All,No,,
1154,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2013,All,Yes,N.Y. Penal Law § 400.00(4); N.Y. Gen. Bus. Law § 898(1),
1155,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2013,All,Yes,N.C. Gen. Stat. § 14-402(a),
1156,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2013,All,No,,
1157,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2013,All,No,,
1158,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2013,All,No,,
1159,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2013,All,No,,
1160,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2013,All,Yes,18 Pa. Cons. Stat. § 6111(c),
1161,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2013,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
1162,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2013,All,No,,
1163,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2013,All,No,,
1164,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2013,All,No,,
1165,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2013,All,No,,
1166,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2013,All,No,,
1167,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2013,All,No,,
1168,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2013,All,No,,
1169,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2013,All,No,,
1170,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2013,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
1171,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2013,All,No,,
1172,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2013,All,No,,
1173,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2013,All,No,,
1174,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2014,All,No,,
1175,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2014,All,No,,
1176,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2014,All,No,,
1177,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2014,All,No,,
1178,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2014,All,Yes,"Cal. Penal Code §§ 27540, 27545, 28220, 28050",
1179,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2014,All,Yes,Colo. Rev. Stat. §18-12-112,
1180,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2014,All,Yes,Conn. Gen. Stat. § 29-33(c); Conn. Gen. Stat. § 29-37a(d),
1181,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2014,All,Yes,"Del. Code tit. 11, § 1448B(a)",
1182,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2014,All,No,,
1183,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2014,All,No,,
1184,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2014,All,Yes,Haw. Rev. Stat. §134-2,
1185,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2014,All,No,,
1186,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2014,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
1187,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2014,All,No,,
1188,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2014,All,Yes,Iowa Code § 724.15,
1189,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2014,All,No,,
1190,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2014,All,No,,
1191,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2014,All,No,,
1192,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2014,All,No,,
1193,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2014,All,Yes,Md. Public Safety Code § 5-124(a),
1194,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2014,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
1195,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2014,All,Yes,"MCLS §§ 28.422, 28.426",
1196,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2014,All,No,,
1197,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2014,All,No,,
1198,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2014,All,No,,
1199,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2014,All,No,,
1200,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2014,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
1201,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2014,All,No,,
1202,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2014,All,No,,
1203,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2014,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
1204,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2014,All,No,,
1205,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2014,All,Yes,N.Y. Penal Law § 400.00(4); N.Y. Gen. Bus. Law § 898(1),
1206,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2014,All,Yes,N.C. Gen. Stat. § 14-402(a),
1207,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2014,All,No,,
1208,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2014,All,No,,
1209,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2014,All,No,,
1210,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2014,All,No,,
1211,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2014,All,Yes,18 Pa. Cons. Stat. § 6111(c),
1212,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2014,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
1213,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2014,All,No,,
1214,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2014,All,No,,
1215,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2014,All,No,,
1216,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2014,All,No,,
1217,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2014,All,No,,
1218,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2014,All,No,,
1219,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2014,All,No,,
1220,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2014,All,Yes,Wash. Rev. Code § 9.41.113,
1221,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2014,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
1222,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2014,All,No,,
1223,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2014,All,No,,
1224,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2014,All,No,,
1225,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2015,All,No,,
1226,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2015,All,No,,
1227,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2015,All,No,,
1228,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2015,All,No,,
1229,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2015,All,Yes,"Cal. Penal Code §§ 27540, 27545, 28220, 28050",
1230,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2015,All,Yes,Colo. Rev. Stat. §18-12-112,
1231,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2015,All,Yes,Conn. Gen. Stat. § 29-33(c); Conn. Gen. Stat. § 29-37a(d),
1232,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2015,All,Yes,"Del. Code tit. 11, § 1448B(a)",
1233,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2015,All,No,,
1234,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2015,All,No,,
1235,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2015,All,Yes,Haw. Rev. Stat. §134-2,
1236,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2015,All,No,,
1237,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2015,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
1238,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2015,All,No,,
1239,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2015,All,Yes,Iowa Code § 724.15,
1240,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2015,All,No,,
1241,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2015,All,No,,
1242,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2015,All,No,,
1243,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2015,All,No,,
1244,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2015,All,Yes,Md. Public Safety Code § 5-124(a),
1245,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2015,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
1246,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2015,All,Yes,"MCLS §§ 28.422, 28.426",
1247,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2015,All,No,,
1248,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2015,All,No,,
1249,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2015,All,No,,
1250,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2015,All,No,,
1251,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2015,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
1252,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2015,All,No,,
1253,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2015,All,No,,
1254,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2015,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
1255,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2015,All,No,,
1256,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2015,All,Yes,N.Y. Penal Law § 400.00(4); N.Y. Gen. Bus. Law § 898(1),
1257,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2015,All,Yes,N.C. Gen. Stat. § 14-402(a),
1258,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2015,All,No,,
1259,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2015,All,No,,
1260,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2015,All,No,,
1261,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2015,All,Yes,Or. Rev. Stat. § 166.435,"Or. Rev. Stat. § 166.435 took effect May 11, 2015, but the background check requirement did not become operative until 8/9/2015. See 2015 Ore. SB 941, Section 20."
1262,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2015,All,Yes,18 Pa. Cons. Stat. § 6111(c),
1263,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2015,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
1264,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2015,All,No,,
1265,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2015,All,No,,
1266,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2015,All,No,,
1267,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2015,All,No,,
1268,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2015,All,No,,
1269,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2015,All,No,,
1270,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2015,All,No,,
1271,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,Washington,47,2015,All,Yes,Wash. Rev. Code § 9.41.113,
1272,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,Washington D.C,48,2015,All,Yes,D.C. Code § 7-2505.01; D.C. Code § 7-2505.02; D.C. Code § 7-2502.01,
1273,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,West Virginia,49,2015,All,No,,
1274,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,Wisconsin,50,2015,All,No,,
1275,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,Wyoming,51,2015,All,No,,
1276,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,Alabama,1,2016,All,No,,
1277,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,Alaska,2,2016,All,No,,
1278,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,Arizona,3,2016,All,No,,
1279,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,Arkansas,4,2016,All,No,,
1280,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,California,5,2016,All,Yes,"Cal. Penal Code §§ 27540, 27545, 28220, 28050",
1281,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,Colorado,6,2016,All,Yes,Colo. Rev. Stat. §18-12-112,
1282,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,Connecticut,7,2016,All,Yes,Conn. Gen. Stat. § 29-33(c); Conn. Gen. Stat. § 29-37a(d),
1283,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,Delaware,8,2016,All,Yes,"Del. Code tit. 11, § 1448B(a)",
1284,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,Florida,9,2016,All,No,,
1285,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,Georgia,10,2016,All,No,,
1286,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,Hawaii,11,2016,All,Yes,Haw. Rev. Stat. §134-2,
1287,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,Idaho,12,2016,All,No,,
1288,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,Illinois,13,2016,All,Yes,430 Ill. Comp. Stat. 65/2; 430 Ill. Comp. Stat. 65/3,
1289,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,Indiana,14,2016,All,No,,
1290,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,Iowa,15,2016,All,Yes,Iowa Code § 724.15,
1291,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,Kansas,16,2016,All,No,,
1292,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,Kentucky,17,2016,All,No,,
1293,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,Louisiana,18,2016,All,No,,
1294,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,Maine,19,2016,All,No,,
1295,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,Maryland,20,2016,All,Yes,Md. Public Safety Code § 5-124(a),
1296,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,Massachusetts,21,2016,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",
1297,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,Michigan,22,2016,All,Yes,"MCLS §§ 28.422, 28.426",
1298,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,Minnesota,23,2016,All,No,,
1299,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,Mississippi,24,2016,All,No,,
1300,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,Missouri,25,2016,All,No,,
1301,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,Montana,26,2016,All,No,,
1302,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,Nebraska,27,2016,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",
1303,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,Nevada,28,2016,All,No,,
1304,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,New Hampshire,29,2016,All,No,,
1305,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,New Jersey,30,2016,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",
1306,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,New Mexico,31,2016,All,No,,
1307,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,New York,32,2016,All,Yes,N.Y. Penal Law § 400.00(4); N.Y. Gen. Bus. Law § 898(1),
1308,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,North Carolina,33,2016,All,Yes,N.C. Gen. Stat. § 14-402(a),
1309,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,North Dakota,34,2016,All,No,,
1310,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,Ohio,35,2016,All,No,,
1311,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,Oklahoma,36,2016,All,No,,
1312,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,Oregon,37,2016,All,Yes,Or. Rev. Stat. § 166.435,"Or. Rev. Stat. § 166.435 took effect May 11, 2015, but the background check requirement did not become operative until 8/9/2015. See 2015 Ore. SB 941, Section 20."
1313,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,Pennsylvania,38,2016,All,Yes,18 Pa. Cons. Stat. § 6111(c),
1314,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,Rhode Island,39,2016,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2); R.I. Gen. Laws § 11-47-35.2(b),
1315,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,South Carolina,40,2016,All,No,,
1316,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,South Dakota,41,2016,All,No,,
1317,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,Tennessee,42,2016,All,No,,
1318,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,Texas,43,2016,All,No,,
1319,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,Utah,44,2016,All,No,,
1320,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,Vermont,45,2016,All,No,,
1321,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,Virginia,46,2016,All,No,,
